,time,ax,ay,az,gx,gy,gz
0,2023-12-12 17:44:05.942757,1.7070658206939697,-0.05985504388809204,9.63187313079834,-0.013589587062597275,0.017586523666977882,0.012257273308932781
1,2023-12-12 17:44:05.956086,1.7070658206939697,-0.043095629662275314,9.619902610778809,-0.012790199369192123,0.017586523666977882,0.012790199369192123
2,2023-12-12 17:44:05.969153,1.7190368175506592,-0.031124621629714966,9.612719535827637,-0.011457886546850204,0.017852986231446266,0.013589587062597275
3,2023-12-12 17:44:05.981757,1.7381904125213623,-0.016759412363171577,9.627084732055664,-0.009859112091362476,0.018385911360383034,0.014122511260211468
4,2023-12-12 17:44:05.994712,1.745373010635376,0.0,9.622296333312988,-0.008526799269020557,0.0189188364893198,0.013856049627065659
5,2023-12-12 17:44:06.008072,1.7477672100067139,0.0,9.612719535827637,-0.008260336704552174,0.019185297191143036,0.013856049627065659
6,2023-12-12 17:44:06.021060,1.7286136150360107,-0.004788403399288654,9.627084732055664,-0.00799387414008379,0.019185297191143036,0.013856049627065659
7,2023-12-12 17:44:06.033757,1.721431016921997,-0.011971008032560349,9.639056205749512,-0.00799387414008379,0.019185297191143036,0.014122511260211468
8,2023-12-12 17:44:06.046734,1.7166426181793213,-0.019153613597154617,9.658209800720215,-0.007727412041276693,0.01945176161825657,0.013856049627065659
9,2023-12-12 17:44:06.059734,1.7190368175506592,-0.021547814831137657,9.66539192199707,-0.007727412041276693,0.019984684884548187,0.013856049627065659
10,2023-12-12 17:44:06.073076,1.7190368175506592,-0.026336219161748886,9.667786598205566,-0.008526799269020557,0.019718224182724953,0.013589587062597275
11,2023-12-12 17:44:06.085767,1.721431016921997,-0.028730420395731926,9.653421401977539,-0.009326186962425709,0.018652373924851418,0.013856049627065659
12,2023-12-12 17:44:06.098749,1.723825216293335,-0.038307227194309235,9.653421401977539,-0.010658498853445053,0.018385911360383034,0.014122511260211468
13,2023-12-12 17:44:06.112092,1.7262194156646729,-0.05267243832349777,9.655815124511719,-0.01252373680472374,0.017852986231446266,0.013589587062597275
14,2023-12-12 17:44:06.125064,1.7166426181793213,-0.06464344263076782,9.660603523254395,-0.013856049627065659,0.017852986231446266,0.013323123566806316
15,2023-12-12 17:44:06.137746,1.7094600200653076,-0.06464344263076782,9.655815124511719,-0.014921898953616619,0.017852986231446266,0.013056661002337933
16,2023-12-12 17:44:06.150750,1.6974890232086182,-0.05985504388809204,9.653421401977539,-0.01598774828016758,0.017852986231446266,0.012790199369192123
17,2023-12-12 17:44:06.164070,1.6974890232086182,-0.05267243832349777,9.651026725769043,-0.016254210844635963,0.017852986231446266,0.01252373680472374
18,2023-12-12 17:44:06.176754,1.7070658206939697,-0.047884032130241394,9.627084732055664,-0.01598774828016758,0.0173200611025095,0.013056661002337933
19,2023-12-12 17:44:06.189763,1.7286136150360107,-0.047884032130241394,9.624691009521484,-0.015454824082553387,0.017586523666977882,0.013323123566806316
20,2023-12-12 17:44:06.203034,1.7405846118927002,-0.038307227194309235,9.627084732055664,-0.013856049627065659,0.017852986231446266,0.013856049627065659
21,2023-12-12 17:44:06.215917,1.742978811264038,-0.035913024097681046,9.615114212036133,-0.012790199369192123,0.017852986231446266,0.014388973824679852
22,2023-12-12 17:44:06.229066,1.7381904125213623,-0.040701430290937424,9.610325813293457,-0.011457886546850204,0.017586523666977882,0.014388973824679852
23,2023-12-12 17:44:06.241766,1.7381904125213623,-0.035913024097681046,9.617507934570312,-0.01039203628897667,0.01811944879591465,0.014122511260211468
24,2023-12-12 17:44:06.255012,1.7286136150360107,-0.033518824726343155,9.619902610778809,-0.009326186962425709,0.018385911360383034,0.014122511260211468
25,2023-12-12 17:44:06.268064,1.7262194156646729,-0.033518824726343155,9.62947940826416,-0.008260336704552174,0.018652373924851418,0.014122511260211468
26,2023-12-12 17:44:06.281053,1.7118542194366455,-0.031124621629714966,9.636661529541016,-0.0074609494768083096,0.0189188364893198,0.014122511260211468
27,2023-12-12 17:44:06.293730,1.7142484188079834,-0.031124621629714966,9.641449928283691,-0.006928024813532829,0.019185297191143036,0.014122511260211468
28,2023-12-12 17:44:06.307034,1.7142484188079834,-0.021547814831137657,9.636661529541016,-0.007194486912339926,0.0189188364893198,0.013856049627065659
29,2023-12-12 17:44:06.320076,1.7190368175506592,-0.023942016065120697,9.641449928283691,-0.0074609494768083096,0.0189188364893198,0.013589587062597275
30,2023-12-12 17:44:06.333085,1.7262194156646729,-0.026336219161748886,9.655815124511719,-0.008260336704552174,0.019185297191143036,0.013323123566806316
31,2023-12-12 17:44:06.345746,1.7334020137786865,-0.021547814831137657,9.651026725769043,-0.009059724397957325,0.0189188364893198,0.013323123566806316
32,2023-12-12 17:44:06.359026,1.7334020137786865,-0.021547814831137657,9.660603523254395,-0.009859112091362476,0.018652373924851418,0.013056661002337933
33,2023-12-12 17:44:06.372062,1.7262194156646729,-0.019153613597154617,9.653421401977539,-0.010658498853445053,0.018652373924851418,0.012790199369192123
34,2023-12-12 17:44:06.385104,1.7262194156646729,-0.019153613597154617,9.658209800720215,-0.01119142398238182,0.018385911360383034,0.012790199369192123
35,2023-12-12 17:44:06.397759,1.7118542194366455,-0.021547814831137657,9.655815124511719,-0.011990811675786972,0.01811944879591465,0.013056661002337933
36,2023-12-12 17:44:06.410755,1.7118542194366455,-0.016759412363171577,9.655815124511719,-0.011990811675786972,0.01811944879591465,0.013323123566806316
37,2023-12-12 17:44:06.424084,1.7118542194366455,-0.016759412363171577,9.653421401977539,-0.012257273308932781,0.017852986231446266,0.013056661002337933
38,2023-12-12 17:44:06.437163,1.7094600200653076,-0.026336219161748886,9.658209800720215,-0.012790199369192123,0.017586523666977882,0.013056661002337933
39,2023-12-12 17:44:06.449746,1.7142484188079834,-0.028730420395731926,9.646238327026367,-0.013589587062597275,0.0173200611025095,0.013056661002337933
40,2023-12-12 17:44:06.462727,1.723825216293335,-0.035913024097681046,9.641449928283691,-0.013589587062597275,0.017053598538041115,0.013056661002337933
41,2023-12-12 17:44:06.475838,1.7262194156646729,-0.040701430290937424,9.653421401977539,-0.014122511260211468,0.01678713597357273,0.012790199369192123
42,2023-12-12 17:44:06.489166,1.7190368175506592,-0.05027823522686958,9.651026725769043,-0.013856049627065659,0.01678713597357273,0.013056661002337933
43,2023-12-12 17:44:06.501771,1.7142484188079834,-0.05267243832349777,9.655815124511719,-0.013589587062597275,0.01678713597357273,0.013056661002337933
44,2023-12-12 17:44:06.514965,1.721431016921997,-0.05027823522686958,9.655815124511719,-0.013056661002337933,0.01678713597357273,0.013056661002337933
45,2023-12-12 17:44:06.527758,1.7166426181793213,-0.05267243832349777,9.641449928283691,-0.012790199369192123,0.017053598538041115,0.013056661002337933
46,2023-12-12 17:44:06.541168,1.7190368175506592,-0.0454898327589035,9.636661529541016,-0.012257273308932781,0.017586523666977882,0.013056661002337933
47,2023-12-12 17:44:06.553800,1.723825216293335,-0.047884032130241394,9.62947940826416,-0.011724349111318588,0.017852986231446266,0.013056661002337933
48,2023-12-12 17:44:06.566895,1.7262194156646729,-0.05267243832349777,9.634267807006836,-0.011724349111318588,0.018385911360383034,0.013056661002337933
49,2023-12-12 17:44:06.580061,1.7262194156646729,-0.05746084079146385,9.634267807006836,-0.010924961417913437,0.018652373924851418,0.013323123566806316
